sentence,label,category
"in the baltic countries , sales fell by 40.2 % , and in russia , by 23.2 % in terms of euros , and by 10.7 % in terms of local currency .",negative,Sentences_50Agree
"united financial group finland reports operating profit exceeding usd 49. 4 mn in january - september 2009, up around eur 37. 3 billion in another similar period after 2008.",positive,Augmented_Data
their capacity fell to about 38. 1 kg from market 55. 3 mn in comparison.,negative,Augmented_Data
"according to finnish fim bank , alpro is price would be around eur 100mn-150mn .",neutral,Sentences_50Agree
"finnish flexible packaging manufacturer suominen corporation reports net sales of eur 54.5 mn in the first quarter of 2008 , compared with eur 54.3 mn a year earlier .",positive,Sentences_50Agree
"helsinki on october 22 , 2008 ssh communications security corp board of directors for further information , please contact : tomi laamanen , chairman , tel. +358 0 400 609 544 distribution : nasdaq omx helsinki ltd. .",neutral,Sentences_50Agree
"finnish mobile solutions provider nokia oyj hel : has said today its slipped to an total loss of euros 115, 000 usd 152, 000 in the second semester of 2010 with a profit of eur 845, 000 in the financial day a year earlier.",negative,Augmented_Data
"body es vostok also owns stakes in power sales companies mosenergosbytbody ( rts : mssb ) ( 50.9 % ) , altaienergosbyt ( 100 % ) , saratovenergo ( rts : sare ) body ( 48.36 % ) and tambov power sales company ( rts : tasb ) ( 49.01 % ) , all ofbodywhich it received from the distribution balance .",neutral,Sentences_50Agree
"the company is now intensifying its smelter operations and increasing its annual production capacity to 230,000 tonnes of copper .",positive,Sentences_50Agree
"the parties have also agreed that l+nnen tehtaat has the right to sell the remaining shares in suomen rehu to hankkija-maatalous 15 months after the purchase of the majority holding , at the earliest .",neutral,Sentences_50Agree
"for the last quarter of 2010 , componenta is net sales doubled to eur131m from eur76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of eur7m .",positive,Sentences_50Agree
"worldwide sales totalled eur 80. 8 mn, together with the loss for rm 26. 4 mn in the corresponding fiscal in 2009.",positive,Augmented_Data
"due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative,Sentences_50Agree
"nokia is share price fell less than one percent to 18.70 euros ( $ 25.41 ) in helsinki , while siemens shares fell 1.02 percent to 90.19 euros ( $ 122.57 ) in frankfurt .",negative,Sentences_50Agree
"stockmann plc company announcement february 20 , 2007 , at 13.40 an annual summary of stockmann is stock exchange and financial press releases in 2006 is available on the company is website at the address .",neutral,Sentences_50Agree
operating expenses amounted to eur 0. 7 mn compared by a total of 10. 2 billion in a second quarter january 2005.,negative,Augmented_Data
main bank of + aland reports an operating profit rose to eur 10. 3 mn in the second quarter of 2008 respectively eur 9. 1 mw in it next period by 2008.,positive,Augmented_Data
marimekko group ' annual full - year international sales remain estimated to swell approximately another 10 %.,positive,Augmented_Data
the department power group ' r shares jumped to 8. 6 % leaving eur 140. 2 mn.,negative,Augmented_Data
"operating profit of operations in finland in the period under review totaled eur 11.3 mn , remaining at the 2005 level .",neutral,Sentences_50Agree
the total filling at filling stations has been on this line recently.,negative,Augmented_Data
the investment would be some eur5m .,neutral,Sentences_50Agree
"the franchise of the press, 96 percent whom are flat - sheet journalists, has be ended between march by august 2011.",negative,Augmented_Data
the restructuring added to operating operating loss to eur 15. 6 million from annual profit in eur 12. 3 million.,negative,Augmented_Data
helsinki afx - outokumpu said its technology unit has won a 28 mln eur contract from bosnia-herzegovina is aluminij dd mostar to upgrade an anode plant .,positive,Sentences_50Agree
"sampo housing loan bank , a unit of finland is sampo bank , has priced its eur1bn ( usd1 .3 bn ) bond at 99.889 % , reuters reported .",neutral,Sentences_50Agree
"the contract covers the manufacturing , surface-treatment and installation of the steel structures .",neutral,Sentences_50Agree
castecka said the town hall would hold talks with other investors interested in the zone .,neutral,Sentences_50Agree
"international refrigerator and heating systems supplier uponor ' s direct sales in continuing business areas climbed to eur 249. 1 billion by july - august 2008, compared to net 262. 1 mn by the third quarter of 2007.",negative,Augmented_Data
"yearly payment of 2. 779 additional litas plus interest for the long - term loan provided by ragutis ' majority shareholder, shareholder ' s a. ing co, were added in the losses.",negative,Augmented_Data
"profit from taxes decreased by 9 % on eur 187. 8 mm from the first nine months since 2017, compared from mach 207. 1 for a year before.",negative,Augmented_Data
"proha plc ( euronext :7327 ) announced today ( 19 may ) that its fully-owned subsidiary , safran software solutions as , has agreed to sell its 49 % share of safran north america llc to a sna holding as , an investment group based in norway .",neutral,Sentences_50Agree
"again , the most significant sales increase of 18.6 % was in russia .",positive,Sentences_50Agree
"the transaction will prove of positive impact save 30 million in tax, which ruukki shall recognize during the fourth quarter of every year.",positive,Augmented_Data
` ` we feel proud to move to this creation of a working - class airport facility and europe ' s best people experience tm device.,positive,Augmented_Data
finnish materials processing company componenta oyj net worth went slightly down to 25. 1 manufacturing kilometers ( $ 40. 2 mln ) for of first half of 2008 from 38. 5 mln dollars ( $ 40. 7 mw ) for the same period of 2007.,negative,Augmented_Data
"these financing arrangements will need the treasury to ensure, if complied with its treasury policy, that it has operating loan instruments at its disposal in its capital lend injection.",positive,Augmented_Data
"from q2 january 2013, profit before market amounted to r 13. 30 mn, down and mere 26. 15 mn in q2 of time.",negative,Augmented_Data
russia - the smith bros has closed many franchising shoe stores nike in russia.,negative,Augmented_Data
"then, she calculated that festival was estimated to contribute closer than doubled to its advertising sales in belgium.",positive,Augmented_Data
the solution will be installed in the usa to support the north american operations of the customer .,neutral,Sentences_50Agree
26 november 2010 - finnish sports-equipment maker amer sports oyj ( hel : ameas ) said today it has obtained a eur30m schuldschein note loan from a pool of international investors .,neutral,Sentences_50Agree
"station roof, deemed rather low by finnlines ' management, stands on 4 pm ist.",negative,Augmented_Data
"in the seminar, joint memorandum of understanding and co - operation being agreed between the finnish control group towards vietnam national chemical authority.",positive,Augmented_Data
each offer contains a offset of 24 % past the stock ' sales initial price on friday.,positive,Augmented_Data
